Timestamp,Temp_C,Lat,Lon,Alt_m,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,Mag_X,Mag_Y,Mag_Z
133725,25.72161,7.0002,80.0003,59.5,0.239,0.288,9.869468,0.0219,0.0238,0.0019,16.19003,24.28493,42.58006,-67.56008,8.839726
134849,25.79471,7.0003,80.0004,60,0.24,0.29,9.869967,0.022,0.024,0.002,16.20003,24.29993,42.60006,-67.89365,8.792757
135973,25.85778,7.0004,80.0004,60.5,0.241,0.292,9.870467,0.0221,0.0242,0.0021,16.21003,24.31493,42.62006,-68.23904,8.740128
137097,25.91002,7.0005,80.0004,61,0.242,0.294,9.870967,0.0222,0.0244,0.0022,16.22003,24.32993,42.64006,-68.59432,8.682003
138221,25.95078,7.0004,80.0004,61.5,0.243,0.296,9.871467,0.0223,0.0246,0.0023,16.23003,24.34492,42.66006,-68.95748,8.618567
139345,25.97953,7.0004,80.0004,62,0.244,0.298,9.871966,0.0224,0.0248,0.0024,16.24003,24.35992,42.68006,-69.3265,8.550021
140469,25.99593,7.0005,80.0003,62.5,0.245,0.3,9.872466,0.0225,0.025,0.0025,16.25003,24.37492,42.70006,-69.6993,8.47658
141593,25.99976,7.0005,80.0003,63,0.246,0.302,9.872966,0.0226,0.0252,0.0026,16.26003,24.38992,42.72006,-70.07378,8.398477
142717,25.99096,7.0004,80.0003,63.5,0.247,0.304,9.873466,0.0227,0.0254,0.0027,16.27003,24.40492,42.74006,-70.44785,8.315958
143841,25.96967,7.0005,80.0003,64,0.248,0.306,9.873965,0.0228,0.0256,0.0028,16.28003,24.41992,42.76006,-70.8194,8.229283
144965,25.93613,7.0005,80.0002,64.5,0.249,0.308,9.874465,0.0229,0.0258,0.0029,16.29003,24.43492,42.78006,-71.18636,8.138727
146089,25.89078,7.0005,80.0001,65,0.25,0.31,9.874965,0.023,0.026,0.003,16.30003,24.44992,42.80006,-71.54665,8.044576
147213,25.83419,7.0006,80.0001,65.5,0.251,0.312,9.875464,0.0231,0.0262,0.0031,16.31003,24.46492,42.82006,-71.89827,7.947126
148337,25.76707,7.0007,80.0002,66,0.252,0.314,9.875964,0.0232,0.0264,0.0032,16.32003,24.47992,42.84006,-72.23923,7.846685
149461,25.69027,7.0008,80.0002,66.5,0.253,0.316,9.876464,0.0233,0.0266,0.0033,16.33003,24.49492,42.86006,-72.56763,7.743571
150585,25.60476,7.0009,80.0001,67,0.254,0.318,9.876964,0.0234,0.0268,0.0034,16.34003,24.50992,42.88006,-67.88161,6.638109
151709,25.51162,7.001,80.0002,67.5,0.255,0.32,9.877463,0.0235,0.027,0.0035,16.35003,24.52492,42.90006,-73.17943,7.530632
152833,25.41201,7.0009,80.0001,68,0.256,0.322,9.877963,0.0236,0.0272,0.0036,16.36003,24.53992,42.92006,-73.4594,7.42148
153957,25.30721,7.001,80.0002,68.5,0.257,0.324,9.878463,0.0237,0.0274,0.0037,16.37003,24.55492,42.94006,-73.71995,7.310996
155081,25.19854,7.001,80.0001,69,0.258,0.326,9.878963,0.0238,0.0276,0.0038,16.38003,24.56992,42.96006,-73.95963,7.199531
156205,25.08735,7.0009,80.0001,69.5,0.259,0.328,9.879462,0.0239,0.0278,0.0039,16.39003,24.58492,42.98006,-74.17708,7.087435
157329,24.97507,7.0008,80,70,0.26,0.33,9.879962,0.024,0.028,0.004,16.40003,24.59991,43.00006,-74.37109,6.975064
158453,24.86309,7.0009,80,70.5,0.261,0.332,9.880462,0.0241,0.0282,0.0041,16.41003,24.61491,43.02007,-74.54057,6.862771
159577,24.75285,7.0008,80.0001,71,0.262,0.334,9.880961,0.0242,0.0284,0.0042,16.42003,24.62991,43.04007,-74.68456,6.750912
160701,24.64573,7.0009,80.0002,71.5,0.263,0.336,9.881461,0.0243,0.0286,0.0043,16.43003,24.64491,43.06007,-74.80226,6.639839
161825,24.54307,7.0008,80.0002,72,0.264,0.338,9.881961,0.0244,0.0288,0.0044,16.44003,24.65991,43.08007,-74.89301,6.529903
162949,24.44619,7.0007,80.0003,72.5,0.265,0.34,9.882461,0.0245,0.029,0.0045,16.45003,24.67491,43.10007,-74.9563,6.421452
164073,24.35629,7.0006,80.0004,73,0.266,0.342,9.88296,0.0246,0.0292,0.0046,16.46003,24.68991,43.12007,-74.99178,6.314827
165197,24.27452,7.0005,80.0004,73.5,0.267,0.344,9.88346,0.0247,0.0294,0.0047,16.47003,24.70491,43.14007,-74.99923,6.210367
166321,24.2019,7.0004,80.0004,74,0.268,0.346,9.88396,0.0248,0.0296,0.0048,16.48003,24.71991,43.16007,-74.97863,6.108399
167445,24.13935,7.0004,80.0003,74.5,0.269,0.348,9.884459,0.0249,0.0298,0.0049,16.49003,24.73491,43.18007,-74.93008,6.009247
168569,24.08767,7.0005,80.0004,75,0.27,0.35,9.884959,0.025,0.03,0.005,16.50003,24.74991,43.20007,-74.85387,5.913223
169693,24.0475,7.0006,80.0003,75.5,0.271,0.352,9.885459,0.0251,0.0302,0.0051,16.51003,24.76491,43.22007,-74.75042,5.820631
170817,24.01935,7.0005,80.0004,76,0.272,0.354,9.885959,0.0252,0.0304,0.0052,16.52003,24.77991,43.24007,-74.6203,5.731762
171941,24.00358,7.0004,80.0003,76.5,0.273,0.356,9.886458,0.0253,0.0306,0.0053,16.53004,24.79491,43.26007,-74.46426,5.646899
173065,24.00039,7.0005,80.0004,77,0.274,0.358,9.886958,0.0254,0.0308,0.0054,16.54004,24.80991,43.28007,-74.28316,5.566308
174189,24.0098,7.0004,80.0004,77.5,0.275,0.36,9.887458,0.0255,0.031,0.0055,16.55004,24.82491,43.30007,-74.07802,5.490243
175313,24.03172,7.0003,80.0004,78,0.276,0.362,9.887958,0.0256,0.0312,0.0056,16.56004,24.8399,43.32007,-73.84999,5.418947
176437,24.06586,7.0004,80.0003,78.5,0.277,0.364,9.888457,0.0257,0.0314,0.0057,16.57004,24.8549,43.34007,-73.60035,5.352643
177561,24.11178,7.0005,80.0002,79,0.278,0.366,9.888957,0.0258,0.0316,0.0058,16.58004,24.8699,43.36007,-73.33051,5.29154
178685,24.16891,7.0004,80.0003,79.5,0.279,0.368,9.889457,0.0259,0.0318,0.0059,16.59004,24.8849,43.38007,-73.04198,5.235831
179809,24.23654,7.0005,80.0004,80,0.28,0.37,9.889956,0.026,0.032,0.006,16.60004,24.8999,43.40007,-72.73637,5.185694
180933,24.3138,7.0006,80.0003,80.5,0.281,0.372,9.890456,0.0261,0.0322,0.0061,16.61004,24.9149,43.42007,-80.41541,5.141285
182057,24.39972,7.0007,80.0002,81,0.282,0.374,9.890956,0.0262,0.0324,0.0062,16.62004,24.9299,43.44007,-72.08089,5.102746
183181,24.49321,7.0007,80.0001,81.5,0.283,0.376,9.891456,0.0263,0.0326,0.0063,16.63004,24.9449,43.46008,-71.73469,5.070197
184305,24.5931,7.0006,80.0001,82,0.284,0.378,9.891955,0.0264,0.0328,0.0064,16.64004,24.9599,43.48008,-71.37875,5.043742
185429,24.69813,7.0007,80.0002,82.5,0.285,0.38,9.892455,0.0265,0.033,0.0065,16.65004,24.9749,43.50008,-71.01508,5.023463
186553,24.80696,7.0007,80.0002,83,0.286,0.382,9.892955,0.0266,0.0332,0.0066,16.66004,24.9899,43.52008,-70.64571,5.009427
187677,24.91824,7.0006,80.0001,83.5,0.287,0.384,9.893455,0.0267,0.0334,0.0067,16.67004,25.0049,43.54008,-70.27272,5.001675
188801,25.03054,7.0005,80.0001,84,0.288,0.386,9.893954,0.0268,0.0336,0.0068,16.68004,25.0199,43.56008,-69.89819,5.000233
189925,25.14246,7.0006,80.0002,84.5,0.289,0.388,9.894454,0.0269,0.0338,0.0069,16.69004,25.0349,43.58008,-69.52424,5.005106
191049,25.25258,7.0006,80.0003,85,0.29,0.39,9.894954,0.027,0.034,0.007,16.70004,25.0499,43.60008,-69.15295,5.016278
192173,25.35951,7.0007,80.0002,85.5,0.291,0.392,9.895453,0.0271,0.0342,0.0071,16.71004,25.0649,43.62008,-68.78643,5.033714
193297,25.46191,7.0007,80.0002,86,0.292,0.394,9.895953,0.0272,0.0344,0.0072,16.72004,25.0799,43.64008,-68.42671,5.057358
194421,25.55847,7.0008,80.0002,86.5,0.293,0.396,9.896453,0.0273,0.0346,0.0073,16.73004,25.09489,43.66008,-68.07582,5.087137
195545,25.64799,7.0008,80.0002,87,0.294,0.398,9.896953,0.0274,0.0348,0.0074,16.74004,25.10989,43.68008,-67.73573,5.122956
196669,25.72933,7.0008,80.0001,87.5,0.295,0.4,9.897452,0.0275,0.035,0.0075,16.75004,25.12489,43.70008,-67.40836,5.164701
197793,25.80147,7.0007,80,88,0.296,0.402,9.897952,0.0276,0.0352,0.0076,16.76004,25.13989,43.72008,-67.09552,5.212242
198917,25.86349,7.0008,80,88.5,0.297,0.404,9.898452,0.0277,0.0354,0.0077,16.77004,25.15489,43.74008,-66.79898,5.265428
200041,25.91461,7.0009,80,89,0.298,0.406,9.898952,0.0278,0.0356,0.0078,16.78004,25.16989,43.76008,-66.52042,5.324091
201165,25.95419,7.001,80,89.5,0.299,0.408,9.899451,0.0279,0.0358,0.0079,16.79004,25.18489,43.78008,-66.26138,5.388046
202289,25.98173,7.0009,79.9999,90,0.3,0.41,9.899951,0.028,0.036,0.008,16.80004,25.19989,43.80008,-66.02332,5.45709
203413,25.99688,7.0008,79.9998,90.5,0.301,0.412,9.900451,0.0281,0.0362,0.0081,16.81004,25.21489,43.82008,-65.80758,5.531007
204537,25.99944,7.0008,79.9998,91,0.302,0.414,9.90095,0.0282,0.0364,0.0082,16.82004,25.22989,43.84008,-65.61537,5.609562
205661,25.9894,7.0007,79.9997,91.5,0.303,0.416,9.90145,0.0283,0.0366,0.0083,16.83004,25.24489,43.86008,-65.44777,5.692508
206785,25.96686,7.0007,79.9996,92,0.304,0.418,9.90195,0.0284,0.0368,0.0084,16.84004,25.25989,43.88008,-65.30572,5.779582
207909,25.93213,7.0007,79.9996,92.5,0.305,0.42,9.90245,0.0285,0.037,0.0085,16.85004,25.27489,43.90009,-65.19001,5.87051
209033,25.88563,7.0006,79.9995,93,0.306,0.422,9.902949,0.0286,0.0372,0.0086,16.86004,25.28989,43.92009,-65.1013,5.965004
210157,25.82795,7.0007,79.9995,93.5,0.307,0.424001,9.903449,0.0287,0.0374,0.0087,16.87004,25.30489,43.94009,-59.04008,5.062767
211281,25.75983,7.0008,79.9996,94,0.307999,0.426001,9.903949,0.0288,0.0376,0.0088,16.88004,25.31989,43.96009,-65.0067,6.163488
212405,25.68211,7.0008,79.9996,94.5,0.308999,0.428001,9.904449,0.0289,0.0378,0.0089,16.89004,25.33488,43.98009,-65.00134,6.266851
213529,25.59579,7.0008,79.9995,95,0.309999,0.430001,9.904948,0.029,0.038,0.009,16.90004,25.34988,44.00009,-65.02404,6.37253
214653,25.50195,7.0007,79.9996,95.5,0.310999,0.432001,9.905448,0.0291,0.0382,0.0091,16.91004,25.36488,44.02009,-65.07466,6.480189
215777,25.40177,7.0007,79.9996,96,0.311999,0.434001,9.905948,0.0292,0.0384,0.0092,16.92004,25.37988,44.04009,-65.15293,6.58949
216901,25.29652,7.0008,79.9996,96.5,0.312999,0.436001,9.906447,0.0293,0.0386,0.0093,16.93004,25.39488,44.06009,-65.2584,6.700087
218025,25.18753,7.0007,79.9996,97,0.313999,0.438001,9.906947,0.0294,0.0388,0.0094,16.94004,25.40988,44.08009,-65.39049,6.811631
219149,25.07617,7.0006,79.9995,97.5,0.314999,0.440001,9.907447,0.0295,0.039,0.0095,16.95004,25.42488,44.10009,-65.54844,6.92377
220273,24.96386,7.0007,79.9995,98,0.315999,0.442001,9.907947,0.0296,0.0392,0.0096,16.96004,25.43988,44.12009,-65.73138,7.03615
221397,24.85199,7.0007,79.9994,98.5,0.316999,0.444001,9.908446,0.0297,0.0394,0.0097,16.97005,25.45488,44.14009,-65.93827,7.148415
222521,24.742,7.0006,79.9995,99,0.317999,0.446001,9.908946,0.0298,0.0396,0.0098,16.98005,25.46988,44.16009,-66.16796,7.260211
223645,24.63526,7.0006,79.9995,99.5,0.318999,0.448001,9.909446,0.0299,0.0398,0.0099,16.99005,25.48488,44.18009,-66.41916,7.371187
224769,24.53313,7.0006,79.9994,100,0.319999,0.450001,9.909945,0.03,0.04,0.01,17.00005,25.49988,44.20009,-66.69045,7.48099
225893,24.43688,7.0006,79.9995,100.5,0.320999,0.452001,9.910445,0.0301,0.0402,0.0101,17.01005,25.51488,44.22009,-66.98032,7.589274
227017,24.34775,7.0005,79.9995,101,0.321999,0.454001,9.910945,0.0302,0.0404,0.0102,17.02005,25.52988,44.24009,-67.28714,7.695698
228141,24.26684,7.0006,79.9996,101.5,0.322999,0.456001,9.911445,0.0303,0.0406,0.0103,17.03005,25.54488,44.26009,-67.60918,7.799924
229265,24.19519,7.0005,79.9997,102,0.323999,0.458001,9.911944,0.0304,0.0408,0.0104,17.04005,25.55988,44.28009,-67.94464,7.901626
230389,24.1337,7.0005,79.9998,102.5,0.324999,0.460001,9.912444,0.0305,0.041,0.0105,17.05005,25.57487,44.30009,-68.29163,8.00048
231513,24.08314,7.0004,79.9999,103,0.325999,0.462001,9.912944,0.0306,0.0412,0.0106,17.06005,25.58987,44.3201,-68.64822,8.096174
232637,24.04415,7.0005,80,103.5,0.326999,0.464001,9.913444,0.0307,0.0414,0.0107,17.07005,25.60487,44.3401,-69.01239,8.188408
233761,24.01722,7.0006,79.9999,104,0.327999,0.466001,9.913943,0.0308,0.0416,0.0108,17.08005,25.61987,44.3601,-69.3821,8.276889
234885,24.0027,7.0007,79.9999,104.5,0.328999,0.468001,9.914443,0.0309,0.0418,0.0109,17.09005,25.63487,44.3801,-69.75528,8.361339
236009,24.00076,7.0006,79.9999,105,0.329999,0.470001,9.914943,0.031,0.042,0.011,17.10005,25.64987,44.4001,-70.12984,8.441489
237133,24.01143,7.0006,79.9998,105.5,0.330999,0.472001,9.915442,0.0311,0.0422,0.0111,17.11005,25.66487,44.4201,-70.50366,8.517088
238257,24.03458,7.0007,79.9997,106,0.331999,0.474001,9.915942,0.0312,0.0424,0.0112,17.12005,25.67987,44.4401,-70.87466,8.587896
239381,24.06992,7.0008,79.9998,106.5,0.332999,0.476001,9.916442,0.0313,0.0426,0.0113,17.13005,25.69487,44.4601,-71.24075,8.653691
240505,24.11699,7.0009,79.9998,107,0.333999,0.478001,9.916942,0.0314,0.0428,0.0114,17.14005,25.70987,44.4801,-65.59988,10.71426
241629,24.1752,7.0009,79.9999,107.5,0.334999,0.480001,9.917441,0.0315,0.043,0.0115,17.15005,25.72487,44.5001,-71.95003,8.769423
242753,24.24383,7.001,79.9999,108,0.335999,0.482001,9.917941,0.0316,0.0432,0.0116,17.16005,25.73987,44.5201,-72.28923,8.818996
243877,24.322,7.0011,79.9998,108.5,0.336999,0.484001,9.918441,0.0317,0.0434,0.0117,17.17005,25.75487,44.5401,-72.61559,8.862825
245001,24.40872,7.001,79.9998,109,0.337999,0.486001,9.918941,0.0318,0.0436,0.0118,17.18005,25.76987,44.5601,-72.92725,8.900773
246125,24.50291,7.001,79.9999,109.5,0.338999,0.488001,9.91944,0.0319,0.0438,0.0119,17.19005,25.78487,44.5801,-73.2225,8.932718
247249,24.60337,7.0009,79.9999,110,0.339999,0.490001,9.91994,0.032,0.044,0.012,17.20005,25.79987,44.6001,-73.49966,8.95856
248373,24.70884,7.0008,79.9999,110.5,0.340999,0.492001,9.92044,0.0321,0.0442,0.0121,17.21005,25.81487,44.6201,-73.75719,8.978218
249497,24.81798,7.0009,80,111,0.341999,0.494001,9.920939,0.0322,0.0444,0.0122,17.22005,25.82986,44.6401,-73.99361,8.99163
250621,24.92942,7.0009,80.0001,111.5,0.342999,0.496001,9.921439,0.0323,0.0446,0.0123,17.23005,25.84486,44.6601,-74.20763,8.998753
251745,25.04175,7.001,80.0002,112,0.343999,0.498001,9.921939,0.0324,0.0448,0.0124,17.24005,25.85986,44.6801,-74.39804,8.999564
252869,25.15355,7.0009,80.0003,112.5,0.344999,0.500001,9.922439,0.0325,0.045,0.0125,17.25005,25.87486,44.7001,-74.56376,8.994061
253993,25.26341,7.0009,80.0004,113,0.345999,0.502001,9.922938,0.0326,0.0452,0.0126,17.26005,25.88986,44.7201,-74.70387,8.982263
255117,25.36995,7.001,80.0004,113.5,0.346999,0.504001,9.923438,0.0327,0.0454,0.0127,17.27005,25.90486,44.7401,-74.81757,8.964205
256241,25.47182,7.0009,80.0004,114,0.347999,0.506001,9.923938,0.0328,0.0456,0.0128,17.28005,25.91986,44.76011,-74.90424,8.939944
257365,25.56774,7.0009,80.0004,114.5,0.348999,0.508001,9.924438,0.0329,0.0458,0.0129,17.29005,25.93486,44.78011,-74.96339,8.909559
258489,25.65649,7.0008,80.0005,115,0.349999,0.510001,9.924937,0.033,0.046,0.013,17.30005,25.94986,44.80011,-74.99467,8.873143
259613,25.73696,7.0007,80.0005,115.5,0.350999,0.512001,9.925437,0.0331,0.0462,0.0131,17.31005,25.96486,44.82011,-74.99793,8.830813
260737,25.80812,7.0008,80.0006,116,0.351999,0.514,9.925937,0.0332,0.0464,0.0132,17.32005,25.97986,44.84011,-74.97314,8.782702
261861,25.86909,7.0007,80.0005,116.5,0.352999,0.516,9.926436,0.0333,0.0466,0.0133,17.33005,25.99486,44.86011,-74.92043,8.728962
262985,25.91909,7.0006,80.0006,117,0.353999,0.518,9.926936,0.0334,0.0468,0.0134,17.34005,26.00986,44.88011,-74.84011,8.669763
264109,25.95749,7.0007,80.0005,117.5,0.354999,0.52,9.927436,0.0335,0.047,0.0135,17.35005,26.02486,44.90011,-74.73263,8.60529
265233,25.9838,7.0006,80.0005,118,0.355999,0.522,9.927936,0.0336,0.0472,0.0136,17.36005,26.03986,44.92011,-74.59858,8.535749
266357,25.9977,7.0006,80.0005,118.5,0.356999,0.524,9.928435,0.0337,0.0474,0.0137,17.37005,26.05486,44.94011,-74.43872,8.461359
267481,25.99901,7.0007,80.0004,119,0.357999,0.526,9.928935,0.0338,0.0476,0.0138,17.38005,26.06985,44.96011,-74.25396,8.382355
268605,25.98771,7.0008,80.0005,119.5,0.358999,0.528,9.929435,0.0339,0.0478,0.0139,17.39005,26.08485,44.98011,-74.04531,8.298985
269729,25.96394,7.0008,80.0005,120,0.359999,0.53,9.929935,0.034,0.048,0.014,17.40005,26.09985,45.00011,-73.81397,8.211514
270853,25.92801,7.0008,80.0006,120.5,0.360999,0.532,9.930434,0.0341,0.0482,0.0141,17.41006,26.11485,45.02011,-78.56122,8.120217
271977,25.88037,7.0007,80.0006,121,0.361999,0.534,9.930934,0.0342,0.0484,0.0142,17.42006,26.12985,45.04011,-73.28848,8.025383
273101,25.82161,7.0006,80.0006,121.5,0.362999,0.536,9.931434,0.0343,0.0486,0.0143,17.43006,26.14485,45.06011,-72.99728,7.927312
274225,25.75249,7.0005,80.0005,122,0.363999,0.538,9.931933,0.0344,0.0488,0.0144,17.44006,26.15985,45.08011,-72.68927,7.826312
275349,25.67387,7.0005,80.0006,122.5,0.364999,0.54,9.932433,0.0345,0.049,0.0145,17.45006,26.17485,45.10011,-72.36616,7.722703
276473,25.58675,7.0006,80.0006,123,0.365999,0.542,9.932933,0.0346,0.0492,0.0146,17.46006,26.18985,45.12011,-72.02977,7.616812
277597,25.49222,7.0005,80.0007,123.5,0.366999,0.544,9.933433,0.0347,0.0494,0.0147,17.47006,26.20485,45.14011,-71.68199,7.508974
278721,25.39148,7.0004,80.0006,124,0.367999,0.546,9.933932,0.0348,0.0496,0.0148,17.48006,26.21985,45.16011,-71.32477,7.399528
279845,25.28579,7.0005,80.0006,124.5,0.368999,0.548,9.934432,0.0349,0.0498,0.0149,17.49006,26.23485,45.18011,-70.96011,7.28882
280969,25.1765,7.0004,80.0005,125,0.369999,0.55,9.934932,0.035,0.05,0.015,17.50006,26.24985,45.20012,-70.59007,7.177201
282093,25.06499,7.0003,80.0005,125.5,0.370999,0.552,9.935431,0.0351,0.0502,0.0151,17.51006,26.26485,45.22012,-70.21671,7.065022
283217,24.95265,7.0003,80.0004,126,0.371999,0.554,9.935931,0.0352,0.0504,0.0152,17.52006,26.27985,45.24012,-69.84214,6.952638
284341,24.84091,7.0002,80.0005,126.5,0.372999,0.556,9.936431,0.0353,0.0506,0.0153,17.53006,26.29485,45.26012,-69.46845,6.840404
285465,24.73118,7.0003,80.0005,127,0.373999,0.558,9.936931,0.0354,0.0508,0.0154,17.54006,26.30984,45.28012,-69.09775,6.728673
286589,24.62484,7.0004,80.0004,127.5,0.374999,0.56,9.93743,0.0355,0.051,0.0155,17.55006,26.32484,45.30012,-68.73211,6.617799
287713,24.52324,7.0005,80.0003,128,0.375999,0.562,9.93793,0.0356,0.0512,0.0156,17.56006,26.33984,45.32012,-68.37359,6.508132
288837,24.42765,7.0006,80.0003,128.5,0.376999,0.564,9.93843,0.0357,0.0514,0.0157,17.57006,26.35484,45.34012,-68.02419,6.400018
289961,24.33929,7.0007,80.0003,129,0.377999,0.566,9.93893,0.0358,0.0516,0.0158,17.58006,26.36984,45.36012,-67.68588,6.293799
291085,24.25926,7.0006,80.0003,129.5,0.378999,0.568,9.939429,0.0359,0.0518,0.0159,17.59006,26.38484,45.38012,-67.36057,6.189809
292209,24.18859,7.0007,80.0002,130,0.379999,0.57,9.939929,0.036,0.052,0.016,17.60006,26.39984,45.40012,-67.05006,6.088378
293333,24.12815,7.0006,80.0001,130.5,0.380999,0.572,9.940429,0.0361,0.0522,0.0161,17.61006,26.41484,45.42012,-66.75611,5.989826
294457,24.07872,7.0006,80.0002,131,0.381999,0.574,9.940928,0.0362,0.0524,0.0162,17.62006,26.42984,45.44012,-66.48037,5.894463
295581,24.04091,7.0006,80.0002,131.5,0.382999,0.576,9.941428,0.0363,0.0526,0.0163,17.63006,26.44484,45.46012,-66.22438,5.80259
296705,24.01521,7.0007,80.0003,132,0.383999,0.578,9.941928,0.0364,0.0528,0.0164,17.64006,26.45984,45.48012,-65.98958,5.714499
297829,24.00194,7.0007,80.0003,132.5,0.384999,0.58,9.942428,0.0365,0.053,0.0165,17.65006,26.47484,45.50012,-65.77728,5.630467
298953,24.00126,7.0008,80.0003,133,0.385998,0.582,9.942927,0.0366,0.0532,0.0166,17.66006,26.48984,45.52012,-65.58869,5.55076
300077,24.01319,7.0007,80.0003,133.5,0.386998,0.584,9.943427,0.0367,0.0534,0.0167,17.67006,26.50484,45.54012,-66.42486,4.475628
301201,24.03757,7.0007,80.0002,134,0.387998,0.586,9.943927,0.0368,0.0536,0.0168,17.68006,26.51984,45.56012,-65.28671,5.40531
302325,24.07409,7.0008,80.0002,134.5,0.388998,0.588,9.944427,0.0369,0.0538,0.0169,17.69006,26.53484,45.58012,-65.175,5.340027
303449,24.12231,7.0008,80.0003,135,0.389998,0.589999,9.944926,0.037,0.054,0.017,17.70006,26.54984,45.60012,-65.09038,5.279986
304573,24.1816,7.0009,80.0004,135.5,0.390998,0.591999,9.945426,0.0371,0.0542,0.0171,17.71006,26.56483,45.62012,-65.0333,5.225376
305697,24.25121,7.001,80.0005,136,0.391998,0.593999,9.945926,0.0372,0.0544,0.0172,17.72006,26.57983,45.64013,-65.00411,5.17637
306821,24.33028,7.0009,80.0004,136.5,0.392998,0.595999,9.946425,0.0373,0.0546,0.0173,17.73006,26.59483,45.66013,-65.00295,5.133122
307945,24.4178,7.001,80.0004,137,0.393998,0.597999,9.946925,0.0374,0.0548,0.0174,17.74006,26.60983,45.68013,-65.02985,5.095768
309069,24.51267,7.0011,80.0005,137.5,0.394998,0.599999,9.947425,0.0375,0.055,0.0175,17.75006,26.62483,45.70013,-65.08463,5.064428
310193,24.61369,7.0012,80.0004,138,0.395998,0.601999,9.947925,0.0376,0.0552,0.0176,17.76006,26.63983,45.72013,-65.167,5.039199
311317,24.71959,7.0013,80.0003,138.5,0.396998,0.603999,9.948424,0.0377,0.0554,0.0177,17.77006,26.65483,45.74013,-65.2765,5.020162
312441,24.82902,7.0012,80.0003,139,0.397998,0.605999,9.948924,0.0378,0.0556,0.0178,17.78006,26.66983,45.76013,-65.4125,5.007377
313565,24.94061,7.0012,80.0004,139.5,0.398998,0.607999,9.949424,0.0379,0.0558,0.0179,17.79006,26.68483,45.78013,-65.57425,5.000883
314689,25.05295,7.0011,80.0003,140,0.399998,0.609999,9.949924,0.038,0.056,0.018,17.80006,26.69983,45.80013,-65.76084,5.000701
315813,25.16462,7.0012,80.0003,140.5,0.400998,0.611999,9.950423,0.0381,0.0562,0.0181,17.81006,26.71483,45.82013,-65.97123,5.006833
316937,25.27422,7.0011,80.0002,141,0.401998,0.613999,9.950923,0.0382,0.0564,0.0182,17.82006,26.72983,45.84013,-66.20422,5.019258
318061,25.38035,7.0012,80.0002,141.5,0.402998,0.615999,9.951423,0.0383,0.0566,0.0183,17.83006,26.74483,45.86013,-66.45852,5.037938
319185,25.48168,7.0012,80.0003,142,0.403998,0.617999,9.951922,0.0384,0.0568,0.0184,17.84007,26.75983,45.88013,-66.73269,5.062813
320309,25.57694,7.0012,80.0004,142.5,0.404998,0.619999,9.952422,0.0385,0.057,0.0185,17.85007,26.77483,45.90013,-67.0252,5.093805
321433,25.66491,7.0013,80.0004,143,0.405998,0.621999,9.952922,0.0386,0.0572,0.0186,17.86007,26.78983,45.92013,-67.33441,5.130816
322557,25.74449,7.0013,80.0003,143.5,0.406998,0.623999,9.953422,0.0387,0.0574,0.0187,17.87007,26.80482,45.94013,-67.65858,5.17373
323681,25.81468,7.0013,80.0002,144,0.407998,0.625999,9.953921,0.0388,0.0576,0.0188,17.88007,26.81982,45.96013,-67.99588,5.22241
324805,25.87458,7.0012,80.0002,144.5,0.408998,0.627999,9.954421,0.0389,0.0578,0.0189,17.89007,26.83482,45.98013,-68.34444,5.276702
325929,25.92345,7.0012,80.0002,145,0.409998,0.629999,9.954921,0.039,0.058,0.019,17.90007,26.84982,46.00013,-68.70229,5.336437
327053,25.96066,7.0011,80.0002,145.5,0.410998,0.631999,9.95542,0.0391,0.0582,0.0191,17.91007,26.86482,46.02013,-69.06742,5.401424
328177,25.98575,7.001,80.0001,146,0.411998,0.633999,9.95592,0.0392,0.0584,0.0192,17.92007,26.87982,46.04013,-69.43778,5.471459
329301,25.9984,7.001,80.0001,146.5,0.412998,0.635999,9.95642,0.0393,0.0586,0.0193,17.93007,26.89482,46.06013,-69.8113,5.54632
330425,25.99845,7.0009,80,147,0.413998,0.637999,9.95692,0.0394,0.0588,0.0194,17.94007,26.90982,46.08014,-67.18588,4.625772
331549,25.98589,7.0008,80.0001,147.5,0.414998,0.639999,9.957419,0.0395,0.059,0.0195,17.95007,26.92482,46.10014,-70.55942,5.709562
332673,25.9609,7.0009,80,148,0.415998,0.641999,9.957919,0.0396,0.0592,0.0196,17.96007,26.93982,46.12014,-70.92981,5.797428
333797,25.92377,7.0009,80,148.5,0.416998,0.643999,9.958419,0.0397,0.0594,0.0197,17.97007,26.95482,46.14014,-71.29499,5.889091
334921,25.87499,7.0009,80,149,0.417998,0.645999,9.958919,0.0398,0.0596,0.0198,17.98007,26.96982,46.16014,-71.6529,5.984262
336045,25.81517,7.001,80,149.5,0.418998,0.647999,9.959418,0.0399,0.0598,0.0199,17.99007,26.98482,46.18014,-72.00153,6.082639
337169,25.74506,7.0009,80,150,0.419998,0.649999,9.959918,0.04,0.06,0.02,18.00007,26.99982,46.20014,-72.33894,6.183914
338293,25.66554,7.001,80.0001,150.5,0.420998,0.651999,9.960418,0.0401,0.0602,0.0201,18.01007,27.01482,46.22014,-72.66321,6.287765
339417,25.57763,7.0009,80.0001,151,0.421998,0.653999,9.960917,0.0402,0.0604,0.0202,18.02007,27.02982,46.24014,-72.97253,6.393866
